,Name.x,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Name.y,City,State,abbr,Beerclass,Beerclass_Colour
34,Ultra Gnar Gnar IPA,2323,0.067,60,117,American IPA,12,Base Camp Brewing Co.,Portland, OR,OR,IPA,darkgreen
35,Sky-Five,1965,0.067,70,259,American IPA,12,Bauhaus Brew Labs,Minneapolis, MN,MN,IPA,darkgreen
36,Stowaway IPA,182,0.069,69,293,American IPA,12,Baxter Brewing Company,Lewiston, ME,ME,IPA,darkgreen
37,Hoptopus Double IPA,1806,0.088,108,307,American Double / Imperial IPA,16,Beach Brewing Company,Virginia Beach, VA,VA,IPA,darkgreen
38,Back Bay IPA,2420,0.068,85,104,American IPA,12,Beer Works Brewery,Lowell, MA,MA,IPA,darkgreen
39,Moar,2558,0.044,44,54,English India Pale Ale (IPA),12,Bent Brewstillery,Roseville, MN,MN,IPA,darkgreen
40,Harness the Winter,2410,0.072,87,76,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,MN,IPA,darkgreen
41,Bent Hop Golden IPA,1901,0.062,68,76,American IPA,12,Bent Paddle Brewing Company,Duluth, MN,MN,IPA,darkgreen
42,Lost Sailor IPA,1900,0.055,40,279,English India Pale Ale (IPA),12,Berkshire Brewing Company,South Deerfield, MA,MA,IPA,darkgreen
43,Hemlock Double IPA,1762,0.095,104,221,American Double / Imperial IPA,12,Big Choice Brewing,Broomfield, CO,CO,IPA,darkgreen
44,Galaxy IPA,2585,0.075,60,41,American IPA,16,Big Muddy Brewing,Murphysboro, IL,IL,IPA,darkgreen
45,House Brand IPA,632,0.06,55,520,American IPA,12,Big River Brewing Company,Chattanooga, TN,TN,IPA,darkgreen
46,Big Sky IPA,1714,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula, MT,MT,IPA,darkgreen
47,Big Sky IPA (2012),579,0.062,65,337,American IPA,12,Big Sky Brewing Company,Missoula, MT,MT,IPA,darkgreen
48,Arcus IPA,2096,0.069,81,222,American IPA,12,Big Storm Brewing Company,Odessa, FL,FL,IPA,darkgreen
49,Bad Axe Imperial IPA,1255,0.098,76,445,American Double / Imperial IPA,16,Big Wood Brewery,Vadnais Heights, MN,MN,IPA,darkgreen
50,Bark Bite IPA,985,0.066,50,445,American IPA,16,Big Wood Brewery,Vadnais Heights, MN,MN,IPA,darkgreen
51,Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,Black Market Brewing Company,Temecula, CA,CA,IPA,darkgreen
52,Nordskye ,2634,0.048,47,13,American IPA,12,Blackrocks Brewery,Marquette, MI,MI,IPA,darkgreen
53,51K IPA,1481,0.07,51,13,American IPA,12,Blackrocks Brewery,Marquette, MI,MI,IPA,darkgreen
54,Quarter Mile Double IPA,1812,0.08,80,305,American Double / Imperial IPA,12,Blue Hills Brewery,Canton, MA,MA,IPA,darkgreen
55,Blue Point White IPA,692,0.06,40,490,American White IPA,12,Blue Point Brewing Company,Patchogue, NY,NY,IPA,darkgreen
56,Longhop IPA,1891,0.042,30,282,American IPA,16,Bolero Snort Brewery,Ridgefield Park, NJ,NJ,IPA,darkgreen
57,Firestarter India Pale Ale,2422,0.066,72,108,American IPA,12,Bonfire Brewing Company,Eagle, CO,CO,IPA,darkgreen
58,Farmer Wirtz India Pale Ale,1549,0.07,94,108,English India Pale Ale (IPA),16,Bonfire Brewing Company,Eagle, CO,CO,IPA,darkgreen
59,Firestarter India Pale Ale,633,0.066,72,108,American IPA,16,Bonfire Brewing Company,Eagle, CO,CO,IPA,darkgreen
60,Rebel IPA,1629,0.065,45,301,American IPA,16,Boston Beer Company,Boston, MA,MA,IPA,darkgreen
61,Heavy Lifting,2596,0.062,80,32,American IPA,12,Boulevard Brewing Company,Kansas City, MO,MO,IPA,darkgreen
62,Bozone HopZone IPA,1289,0.07,80,220,American IPA,12,Bozeman Brewing Company,Bozeman, MT,MT,IPA,darkgreen
63,Lucky U IPA,193,0.062,68,392,American IPA,12,Breckenridge Brewery,Denver, CO,CO,IPA,darkgreen
64,Last Stop IPA,1801,0.072,60,309,American IPA,12,Brew Bus Brewing,Tampa, FL,FL,IPA,darkgreen
65,Fairweather IPA,648,0.061,64,494,American IPA,12,Broken Tooth Brewing Company,Anchorage, AK,AK,IPA,darkgreen
66,East India Pale Ale,1279,0.068,47,438,English India Pale Ale (IPA),16,Brooklyn Brewery,Brooklyn, NY,NY,IPA,darkgreen
67,East India Pale Ale,566,0.068,47,438,English India Pale Ale (IPA),12,Brooklyn Brewery,Brooklyn, NY,NY,IPA,darkgreen
68,More Cowbell,2123,0.09,118,215,American Double / Imperial IPA,16,Buffalo Bayou Brewing Company,Houston, TX,TX,IPA,darkgreen
69,Hopkick Dropkick,2471,0.099,115,25,American Double / Imperial IPA,12,Burn 'Em Brewing,Michigan City, IN,IN,IPA,darkgreen
70,3:33 Black IPA,2158,0.072,86,25,American IPA,16,Burn 'Em Brewing,Michigan City, IN,IN,IPA,darkgreen
71,F5 IPA,1442,0.068,100,183,American IPA,16,COOP Ale Works,Oklahoma City, OK,OK,IPA,darkgreen
72,Hopportunity Knocks IPA,2315,0.068,100,156,American IPA,12,Caldera Brewing Company,Ashland, OR,OR,IPA,darkgreen
73,Caldera IPA (2009),793,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR,OR,IPA,darkgreen
74,Caldera IPA (2007),792,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR,OR,IPA,darkgreen
75,Caldera IPA,36,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR,OR,IPA,darkgreen
76,Dead-Eye DIPA,2067,0.09,130,231,American Double / Imperial IPA,16,Cape Ann Brewing Company,Gloucester, MA,MA,IPA,darkgreen
77,Fisherman's IPA,2066,0.055,64,231,American IPA,12,Cape Ann Brewing Company,Gloucester, MA,MA,IPA,darkgreen
78,Ghost Ship White IPA,1954,0.056,55,193,American IPA,12,Capital Brewery,Middleton, WI,WI,IPA,darkgreen
79,Mutiny IPA,1177,0.062,70,193,American IPA,12,Capital Brewery,Middleton, WI,WI,IPA,darkgreen
80,077XX,1940,0.078,80,223,American Double / Imperial IPA,16,Carton Brewing Company,Atlantic Highlands, NJ,NJ,IPA,darkgreen
81,Boat Beer,1439,0.042,35,223,American IPA,12,Carton Brewing Company,Atlantic Highlands, NJ,NJ,IPA,darkgreen
82,Gone A-Rye,2600,0.085,90,30,American Double / Imperial IPA,16,Cedar Creek Brewery,Seven Points, TX,TX,IPA,darkgreen
83,Dankosaurus,2052,0.068,70,30,American IPA,16,Cedar Creek Brewery,Seven Points, TX,TX,IPA,darkgreen
84,Lucky Day IPA,1648,0.072,85,351,American IPA,16,Central Coast Brewing Company,San Luis Obispo, CA,CA,IPA,darkgreen
85,Terrace Hill Double IPA,1647,0.095,99,351,American Double / Imperial IPA,16,Central Coast Brewing Company,San Luis Obispo, CA,CA,IPA,darkgreen
86,Missile IPA,1933,0.07,65,237,American IPA,12,Champion Brewing Company,Charlottesville, VA,VA,IPA,darkgreen
87,IPA #11,2380,0.057,58,122,American IPA,16,Cheboygan Brewing Company,Cheboygan, MI,MI,IPA,darkgreen
88,Bay of Bengal Double IPA (2014),2440,0.089,126,100,American Double / Imperial IPA,12,Christian Moerlein Brewing Company,Cincinnati, OH,OH,IPA,darkgreen
89,Operation Homefront,2014,0.062,65,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
90,Hopped on the High Seas (Hop #529),1726,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
91,Hopped on the High Seas (Calypso),1725,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
92,Dry-Hopped On The High Seas Caribbean-Style IPA,1694,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
93,Hopped on the High Seas (Citra),1693,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
94,Hopped on the High Seas (Ahtanum),1692,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
95,Humidor Series India Pale Ale,1142,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
96,Jai Alai IPA Aged on White Oak,1141,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
97,Jai Alai IPA,546,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL,FL,IPA,darkgreen
98,Jacaranada Rye IPA,1772,0.067,60,321,American IPA,16,Claremont Craft Ales,Claremont, CA,CA,IPA,darkgreen
99,Newport Storm IPA,2437,0.065,75,102,American IPA,12,Coastal Extreme Brewing Company,Newport, RI,RI,IPA,darkgreen
100,Des Moines IPA,970,0.068,75,483,American IPA,16,Confluence Brewing Company,Des Moines, IA,IA,IPA,darkgreen
101,Tropicalia,2029,0.065,65,248,American IPA,12,Creature Comforts,Athens, GA,GA,IPA,darkgreen
102,On the Wings of Armageddon,851,0.092,115,228,American Double / Imperial IPA,12,DC Brau Brewing Company,Washington, DC,DC,IPA,darkgreen
103,The Corruption,186,0.065,80,228,American IPA,12,DC Brau Brewing Company,Washington, DC,DC,IPA,darkgreen
104,Dream Crusher Double IPA,2166,0.085,100,128,American Double / Imperial IPA,12,Deep Ellum Brewing Company,Dallas, TX,TX,IPA,darkgreen
105,Deep Ellum IPA,943,0.07,70,128,American IPA,12,Deep Ellum Brewing Company,Dallas, TX,TX,IPA,darkgreen
106,Thrasher Session India Pale Ale,1886,0.045,44,284,American IPA,12,Defiance Brewing Company,Hays, KS,KS,IPA,darkgreen
107,Twister Creek India Pale Ale,947,0.065,71,454,American IPA,12,Denali Brewing Company,Talkeetna, AK,AK,IPA,darkgreen
108,Vertex IPA,2025,0.063,76,58,American IPA,12,Destihl Brewery,Bloomington, IL,IL,IPA,darkgreen
109,Hoperation Overload,1888,0.096,85,58,American Double / Imperial IPA,12,Destihl Brewery,Bloomington, IL,IL,IPA,darkgreen
110,California Sunshine Rye IPA,730,0.071,85,492,American IPA,16,Devil's Canyon Brewery,Belmont, CA,CA,IPA,darkgreen
111,Filthy Hoppin' IPA,1795,0.065,72,312,American IPA,16,Dirty Bucket Brewing Company,Woodinville, WA,WA,IPA,darkgreen
112,Hop Abomination,881,0.066,100,497,American IPA,12,Dry Dock Brewing Company,Aurora, CO,CO,IPA,darkgreen
113,Category 3 IPA,1685,0.061,64,341,American IPA,12,Due South Brewing Company,Boynton Beach, FL,FL,IPA,darkgreen
114,Crank Yanker IPA,1382,0.078,74,370,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO,CO,IPA,darkgreen
115,Crank Yanker IPA (2011),395,0.078,74,370,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO,CO,IPA,darkgreen
116,Little Sister India Style Session Ale,2292,0.043,60,171,American IPA,12,Everybody's Brewing,White Salmon, WA,WA,IPA,darkgreen
117,Country Boy IPA,1504,0.062,80,171,American IPA,12,Everybody's Brewing,White Salmon, WA,WA,IPA,darkgreen
118,White Reaper,2432,0.07,61,27,Belgian IPA,16,Evil Czech Brewery,Mishawaka, IN,IN,IPA,darkgreen
119,Wood Chipper India Pale Ale,1434,0.067,70,336,American IPA,12,Fargo Brewing Company,Fargo, ND,ND,IPA,darkgreen
120,Hop Stalker Fresh Hop IPA,2088,0.07,80,225,American IPA,16,Fat Head's Brewery,Middleburg Heights, OH,OH,IPA,darkgreen
121,Moirai India Pale Ale,1451,0.07,70,406,American IPA,16,Fate Brewing Company,Boulder, CO,CO,IPA,darkgreen
122,Second Fiddle,1929,0.082,80,173,American Double / Imperial IPA,16,Fiddlehead Brewing Company,Shelburne, VT,VT,IPA,darkgreen
123,Easy Jack,2569,0.045,47,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA,CA,IPA,darkgreen
124,Union Jack,2463,0.075,75,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA,CA,IPA,darkgreen
125,Half Cycle IPA,1610,0.06,104,17,American IPA,16,Flat 12 Bierwerks,Indianapolis, IN,IN,IPA,darkgreen
126,Snake Dog IPA,608,0.071,60,522,American IPA,12,Flying Dog Brewery,Frederick, MD,MD,IPA,darkgreen
127,Flying Mouse 4,2566,0.07,70,51,American IPA,12,Flying Mouse Brewery,Troutville, VA,VA,IPA,darkgreen
128,1916 Shore Shiver,2110,0.069,65,218,American IPA,12,Forgotten Boardwalk,Cherry Hill, NJ,NJ,IPA,darkgreen
129,Vortex IPA,318,0.074,97,207,American IPA,16,Fort George Brewery,Astoria, OR,OR,IPA,darkgreen
130,Villager,2658,0.063,42,5,American IPA,12,Fort Point Beer Company,San Francisco, CA,CA,IPA,darkgreen
131,Centennial IPA,1565,0.072,65,16,American IPA,12,Founders Brewing Company,Grand Rapids, MI,MI,IPA,darkgreen
132,All Day IPA,1223,0.047,42,16,American IPA,12,Founders Brewing Company,Grand Rapids, MI,MI,IPA,darkgreen
133,El Chingon IPA,1874,0.076,73,288,American IPA,12,Four Corners Brewing Company,Dallas, TX,TX,IPA,darkgreen
134,The Gadget,2610,0.064,90,23,American IPA,16,Four Fathers Brewing ,Valparaiso, IN,IN,IPA,darkgreen
135,Hop Knot IPA,358,0.067,47,161,American IPA,12,Four Peaks Brewing Company,Tempe, AZ,AZ,IPA,darkgreen
136,Big Star White IPA,2424,0.07,70,106,American White IPA,12,Four String Brewing Company,Columbus, OH,OH,IPA,darkgreen
137,Batch 69 IPA,1556,0.069,69,254,American IPA,12,Frankenmuth Brewery,Frankenmuth, MI,MI,IPA,darkgreen
138,Soul Doubt,2521,0.059,70,67,American IPA,12,Freetail Brewing Company,San Antonio, TX,TX,IPA,darkgreen
139,Interurban IPA,857,0.065,80,461,American IPA,12,Fremont Brewing Company,Seattle, WA,WA,IPA,darkgreen
140,Salamander Slam,2254,0.07,73,181,American IPA,16,Frog Level Brewing Company,Waynesville, NC,NC,IPA,darkgreen
141,No Wake IPA,2077,0.072,50,229,American IPA,12,Geneva Lake Brewing Company,Lake Geneva, WI,WI,IPA,darkgreen
142,Clean Shave IPA,2426,0.067,70,107,American IPA,12,Glabrous Brewing Company,Pineland, ME,ME,IPA,darkgreen
143,2020 IPA,1777,0.074,74,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
144,Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
145,Better Weather IPA,1641,0.094,92,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
146,Point the Way IPA,1490,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
147,Heal the Bay IPA,1399,0.068,65,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
148,Point the Way IPA,1296,0.059,60,241,American IPA,12,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
149,Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
150,Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
151,Point the Way IPA (2012),549,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles, CA,CA,IPA,darkgreen
152,Descender IPA,1109,0.07,70,465,American IPA,12,Good Life Brewing Company,Bend, OR,OR,IPA,darkgreen
153,Snake Handler Double IPA,312,0.093,103,479,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham, AL,AL,IPA,darkgreen
154,Good People IPA,309,0.06,64,479,American IPA,12,Good People Brewing Company,Birmingham, AL,AL,IPA,darkgreen
155,Goose Island India Pale Ale,2198,0.059,55,197,American IPA,12,Goose Island Brewery Company,Chicago, IL,IL,IPA,darkgreen
156,Great Crescent IPA,1701,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora, IN,IN,IPA,darkgreen
157,Great Crescent IPA (2011),436,0.062,60,166,American IPA,16,Great Crescent Brewery,Aurora, IN,IN,IPA,darkgreen
158,Big Cock IPA,540,0.07,70,366,American IPA,16,Great River Brewery,Davenport, IA,IA,IPA,darkgreen
159,Captain's Daughter,2044,0.085,69,87,American Double / Imperial IPA,12,Grey Sail Brewing Company,Westerly, RI,RI,IPA,darkgreen
160,Norm's Gateway IPA,2007,0.04,55,125,American IPA,12,Griffin Claw Brewing Company,Birmingham, MI,MI,IPA,darkgreen
161,Supergoose IPA,1857,0.069,67,291,American IPA,12,Hale's Ales,Seattle, WA,WA,IPA,darkgreen
162,Pursuit,2026,0.07,40,249,American IPA,12,Half Full Brewery,Stamford, CT,CT,IPA,darkgreen
163,The Great Return,1677,0.075,70,344,American IPA,16,Hardywood Park Craft Brewery,Richmond, VA,VA,IPA,darkgreen
164,The Long Thaw White IPA,1653,0.062,45,235,American White IPA,12,Harpoon Brewery,Boston, MA,MA,IPA,darkgreen
165,Harpoon IPA,1379,0.059,42,235,American IPA,12,Harpoon Brewery,Boston, MA,MA,IPA,darkgreen
166,Harpoon IPA (2012),770,0.059,42,235,American IPA,12,Harpoon Brewery,Boston, MA,MA,IPA,darkgreen
167,Harpoon IPA (2010),126,0.059,42,235,American IPA,12,Harpoon Brewery,Boston, MA,MA,IPA,darkgreen
168,Groupe G,1895,0.076,65,281,Belgian IPA,16,Headlands Brewing Company,Mill Valley, CA,CA,IPA,darkgreen
169,Hill 88 Double IPA,1893,0.088,77,281,American Double / Imperial IPA,16,Headlands Brewing Company,Mill Valley, CA,CA,IPA,darkgreen
170,Loose Cannon,990,0.072,45,480,American IPA,12,Heavy Seas Beer,Halethorpe, MD,MD,IPA,darkgreen
171,Habitus IPA,1346,0.08,86,424,American IPA,16,Hess Brewing Company,San Diego, CA,CA,IPA,darkgreen
172,Hop Farm IPA,1833,0.058,45,298,American IPA,12,Hop Farm Brewing Company,Pittsburgh, PA,PA,IPA,darkgreen
173,Proxima IPA,1543,0.063,70,199,American IPA,12,Hop Valley Brewing Company,Springfield, OR,OR,IPA,darkgreen
174,Alphadelic IPA,1353,0.065,90,199,American IPA,12,Hop Valley Brewing Company,Springfield, OR,OR,IPA,darkgreen
175,Alphadelic IPA (2011),499,0.065,90,199,American IPA,12,Hop Valley Brewing Company,Springfield, OR,OR,IPA,darkgreen
176,Hopworks IPA,2199,0.066,75,81,American IPA,16,Hopworks Urban Brewery,Portland, OR,OR,IPA,darkgreen
177,Pigwar White India Pale Ale,1398,0.06,60,81,American White IPA,16,Hopworks Urban Brewery,Portland, OR,OR,IPA,darkgreen
178,Hopworks IPA (2012),653,0.066,75,81,American IPA,16,Hopworks Urban Brewery,Portland, OR,OR,IPA,darkgreen
179,Let It Ride IPA,1903,0.068,90,278,American IPA,12,Indeed Brewing Company,Minneapolis, MN,MN,IPA,darkgreen
180,Infamous IPA,2038,0.07,75,243,American IPA,12,Infamous Brewing Company,Austin, TX,TX,IPA,darkgreen
181,I-10 IPA,558,0.068,55,528,American IPA,12,Intuition Ale Works,Jacksonville, FL,FL,IPA,darkgreen
182,Hop Box Imperial IPA,468,0.093,90,234,American Double / Imperial IPA,12,Joseph James Brewing Company,Henderson, NV,NV,IPA,darkgreen
183,Rodeo Clown Double IPA,666,0.095,85,126,American Double / Imperial IPA,12,Karbach Brewing Company,Houston, TX,TX,IPA,darkgreen
184,Hopadillo India Pale Ale,463,0.066,70,126,American IPA,12,Karbach Brewing Company,Houston, TX,TX,IPA,darkgreen
185,KelSo India Pale Ale,1572,0.06,64,343,American IPA,12,KelSo Beer Company,Brooklyn, NY,NY,IPA,darkgreen
186,Double Haul IPA (2009),759,0.065,65,511,American IPA,16,Kettle House Brewing Company,Missoula, MT,MT,IPA,darkgreen
187,Double Haul IPA (2006),758,0.065,65,511,American IPA,16,Kettle House Brewing Company,Missoula, MT,MT,IPA,darkgreen
188,Double Haul IPA,86,0.065,65,511,American IPA,16,Kettle House Brewing Company,Missoula, MT,MT,IPA,darkgreen
189,King Street IPA,1667,0.06,70,103,American IPA,12,King Street Brewing Company,Anchorage, AK,AK,IPA,darkgreen
190,India Pale Ale,2460,0.063,65,88,American IPA,16,Kirkwood Station Brewing Company,Kirkwood, MO,MO,IPA,darkgreen
191,Elevated IPA,664,0.072,100,333,American IPA,16,La Cumbre Brewing Company,Albuquerque, NM,NM,IPA,darkgreen
192,Laughing Dog IPA,1396,0.064,66,219,American IPA,12,Laughing Dog Brewing Company,Ponderay, ID,ID,IPA,darkgreen
193,Madra Allta,1675,0.064,95,346,American IPA,12,Lavery Brewing Company,Erie, PA,PA,IPA,darkgreen
194,Duluchan India Pale Ale,1249,0.056,70,346,American IPA,12,Lavery Brewing Company,Erie, PA,PA,IPA,darkgreen
195,Irregardless IPA,1686,0.065,75,299,American IPA,12,Liquid Hero Brewery,York, PA,PA,IPA,darkgreen
196,Long Trail IPA,1926,0.059,42,269,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT,VT,IPA,darkgreen
197,Face Plant IPA,1309,0.062,65,431,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA,VA,IPA,darkgreen
198,Psychopathy,1126,0.069,70,92,American IPA,12,Madtree Brewing Company,Cincinnati, OH,OH,IPA,darkgreen
199,Dreamin' Double IPA,1334,0.085,85,357,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia, PA,PA,IPA,darkgreen
200,Chaotic Double IPA,1674,0.099,93,347,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee, CA,CA,IPA,darkgreen
201,Manzanita IPA,1673,0.08,88,347,American IPA,12,Manzanita Brewing Company,Santee, CA,CA,IPA,darkgreen
202,Our Legacy IPA,1831,0.065,60,300,American IPA,12,Matt Brewing Company,Utica, NY,NY,IPA,darkgreen
203,Our Legacy IPA,1135,0.065,60,300,American IPA,16,Matt Brewing Company,Utica, NY,NY,IPA,darkgreen
204,Flyin' HI.P.Hay,435,0.068,68,376,American IPA,12,Maui Brewing Company,Lahaina, HI,HI,IPA,darkgreen
205,Big Swell IPA,31,0.062,65,376,American IPA,12,Maui Brewing Company,Lahaina, HI,HI,IPA,darkgreen
206,Tsunami IPA,2186,0.072,75,204,American IPA,19.2,Mehana Brewing Co.,Hilo, HI,HI,IPA,darkgreen
207,Tsunami IPA,2185,0.072,75,204,American IPA,12,Mehana Brewing Co.,Hilo, HI,HI,IPA,darkgreen
208,Miami Vice IPA,1506,0.071,62,394,American IPA,12,Miami Brewing Company,Miami, FL,FL,IPA,darkgreen
209,Pleasure Town,2093,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK,AK,IPA,darkgreen
210,Pleasure Town IPA,1814,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK,AK,IPA,darkgreen
211,Sockeye Red IPA,434,0.057,70,224,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK,AK,IPA,darkgreen
212,Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA,CA,IPA,darkgreen
213,Solis,2667,0.075,85,4,American IPA,16,Mike Hess Brewing Company,San Diego, CA,CA,IPA,darkgreen
214,Habitus,2664,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA,CA,IPA,darkgreen
215,Hop Freak,1884,0.087,80,285,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee, WI,WI,IPA,darkgreen
216,Hop Happy,1080,0.075,51,285,American IPA,16,Milwaukee Brewing Company,Milwaukee, WI,WI,IPA,darkgreen
217,Mission IPA,2441,0.068,66,99,American IPA,32,Mission Brewery,San Diego, CA,CA,IPA,darkgreen
218,Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA,CA,IPA,darkgreen
219,City of the Sun,2159,0.075,85,210,American IPA,16,Modern Times Beer,San Diego, CA,CA,IPA,darkgreen
220,Booming Rollers,2157,0.068,75,210,American IPA,16,Modern Times Beer,San Diego, CA,CA,IPA,darkgreen
221,Lil' Helper,2208,0.07,70,189,American IPA,12,Mother's Brewing,Springfield, MO,MO,IPA,darkgreen
